Latitude,Longitude,vCPUs,Memory,GPUs,Privacy_Metric,Run_Cost
-37.8180223726696,144.95618459646778,0.1,0.1,0.1,0,1
-37.81327368975608,144.95278751605628,0.1,0.1,0.1,0,2
-37.80942181880139,144.96948914407952,0.1,0.1,0.1,0,2
-37.80838794270895,144.96957596542518,0.1,0.1,0.1,0,2
-37.81616153248597,144.9576987093562,0.1,0.1,0.1,0,2
-37.81006922020894,144.96876865009995,0.1,0.1,0.1,0,1
-37.818785631696215,144.95593348941532,0.1,0.1,0.1,0,2
-37.81955836378909,144.9592948033818,0.1,0.1,0.1,0,2
-37.810226149935055,144.96726385549758,0.1,0.1,0.1,0,1
-37.81143311958429,144.96255270542738,0.1,0.1,0.1,0,2
-37.81863502433553,144.958789864602,0.1,0.1,0.1,0,1
-37.81207375798799,144.95739461518238,0.1,0.1,0.1,0,1
-37.80985467475024,144.97058613017714,0.1,0.1,0.1,0,2
-37.81366052864124,144.9633827958477,0.1,0.1,0.1,0,1
-37.81405601486291,144.95919020583543,0.1,0.1,0.1,0,1
-37.81782696824719,144.9632991800832,0.1,0.1,0.1,0,2
-37.8100048570401,144.97044718475493,0.1,0.1,0.1,0,2
-37.81551142225007,144.96675919319705,0.1,0.1,0.1,0,1
-37.81797979515815,144.95740763285224,0.1,0.1,0.1,0,1
-37.81494371831452,144.9565394067452,0.1,0.1,0.1,0,1
-37.81662789038045,144.95378445282245,0.1,0.1,0.1,0,2
-37.81122850483729,144.96722854045237,0.1,0.1,0.1,0,2
-37.8112599723541,144.96134132878228,0.1,0.1,0.1,0,2
-37.8152,144.9632,0.1,0.1,0.1,0,2
-37.81178516487996,144.97258266879308,0.1,0.1,0.1,0,1
-37.81213897469283,144.9582042323761,0.1,0.1,0.1,0,2
-37.81497877142261,144.95664626070533,0.1,0.1,0.1,0,1
-37.81438821918856,144.9738746229193,0.1,0.1,0.1,0,2
-37.817178218944825,144.96376572385665,0.1,0.1,0.1,0,1
-37.81548411651614,144.95719801448084,0.1,0.1,0.1,0,1
-37.8135444274231,144.9694765443484,0.1,0.1,0.1,0,2
-37.80961210319021,144.9648825507597,0.1,0.1,0.1,0,1
-37.81862275455057,144.95833870788516,0.1,0.1,0.1,0,1
-37.81775119501015,144.95871270496306,0.1,0.1,0.1,0,2
-37.812817502593454,144.97362825640056,0.1,0.1,0.1,0,2
-37.81740829879182,144.96303890768638,0.1,0.1,0.1,0,1
-37.81392989680659,144.97073298576535,0.1,0.1,0.1,0,2
-37.82086812931496,144.9555503266662,0.1,0.1,0.1,0,2
-37.80999102836298,144.96868670835838,0.1,0.1,0.1,0,1
-37.81617520989819,144.9702217596025,0.1,0.1,0.1,0,2
-37.81588888129419,144.96613295327302,0.1,0.1,0.1,0,1
-37.814,144.9633,0.1,0.1,0.1,0,2
-37.807977922331226,144.97052523609085,0.1,0.1,0.1,0,1
-37.81324989189165,144.97286585986947,0.1,0.1,0.1,0,2
-37.81152296613726,144.96916469671385,0.1,0.1,0.1,0,1
-37.81293682650585,144.9546285904177,0.1,0.1,0.1,0,2
-37.8108092045288,144.96366434986035,0.1,0.1,0.1,0,1
-37.81597966504343,144.9545891063173,0.1,0.1,0.1,0,2
-37.81679909803263,144.9690128560551,0.1,0.1,0.1,0,1
-37.814150941641934,144.95965178032114,0.1,0.1,0.1,0,1
-37.8088473824563,144.96983923413396,0.1,0.1,0.1,0,1
-37.81470060444054,144.95744591790975,0.1,0.1,0.1,0,2
-37.81500069482847,144.97297249191442,0.1,0.1,0.1,0,2
-37.810670998116485,144.97245433706684,0.1,0.1,0.1,0,1
-37.81558933414912,144.97249722942502,0.1,0.1,0.1,0,1
-37.81620834722626,144.95768155816324,0.1,0.1,0.1,0,1
-37.816376759443145,144.9611403244596,0.1,0.1,0.1,0,1
-37.81747194469616,144.96542384210258,0.1,0.1,0.1,0,2
-37.813515424900736,144.95850892360627,0.1,0.1,0.1,0,2
-37.81281516359398,144.96331152278583,0.1,0.1,0.1,0,1
-37.81441079853313,144.95425332442431,0.1,0.1,0.1,0,1
-37.819225798086144,144.95852856892566,0.1,0.1,0.1,0,1
-37.81367382272645,144.9636603327818,0.1,0.1,0.1,0,1
-37.82032032120576,144.9574227946333,0.1,0.1,0.1,0,2
-37.815348933774686,144.96319345991606,0.1,0.1,0.1,0,1
-37.80987298016184,144.9722032978676,0.1,0.1,0.1,0,1
-37.8181,144.957,0.1,0.1,0.1,0,1
-37.81691934005691,144.96002574341136,0.1,0.1,0.1,0,1
-37.81369386178802,144.96381903705827,0.1,0.1,0.1,0,2
-37.81725298896966,144.961354951205,0.1,0.1,0.1,0,2
-37.81202543434493,144.96105324611807,0.1,0.1,0.1,0,1
-37.8140445311807,144.9521881620328,0.1,0.1,0.1,0,1
-37.81395067117719,144.9584247528281,0.1,0.1,0.1,0,2
-37.81462277571566,144.9577905090458,0.1,0.1,0.1,0,2
-37.81681527591921,144.96842798058046,0.1,0.1,0.1,0,2
-37.81308680010943,144.9590438359933,0.1,0.1,0.1,0,1
-37.81135387114565,144.97242283548815,0.1,0.1,0.1,0,2
-37.81436877985844,144.95190332468118,0.1,0.1,0.1,0,2
-37.81588526229584,144.9723474174097,0.1,0.1,0.1,0,1
-37.81399579082262,144.9567228041082,0.1,0.1,0.1,0,2
-37.8137838282025,144.9701258225846,0.1,0.1,0.1,0,1
-37.81640765115112,144.96934179568277,0.1,0.1,0.1,0,1
-37.80903591118736,144.97096349788112,0.1,0.1,0.1,0,1
-37.81587887381047,144.96824978237768,0.1,0.1,0.1,0,2
-37.81070110314614,144.9620061157795,0.1,0.1,0.1,0,1
-37.81495701665409,144.9638209683039,0.1,0.1,0.1,0,1
-37.81538688572692,144.96632766646613,0.1,0.1,0.1,0,2
-37.81805926203421,144.96231452122484,0.1,0.1,0.1,0,2
-37.81350560090336,144.97246818224855,0.1,0.1,0.1,0,1
-37.811253445683086,144.96832191225204,0.1,0.1,0.1,0,2
-37.81605822261824,144.95719004982865,0.1,0.1,0.1,0,1
-37.81395306608837,144.95512352197682,0.1,0.1,0.1,0,2
-37.82033054642563,144.95531189056916,0.1,0.1,0.1,0,1
-37.819112254466006,144.95554174294278,0.1,0.1,0.1,0,2
-37.82048325674531,144.95712445639046,0.1,0.1,0.1,0,2
-37.81436439970928,144.95927339330467,0.1,0.1,0.1,0,2
-37.81357240102568,144.95539832128114,0.1,0.1,0.1,0,1
-37.81099374794194,144.9650449456427,0.1,0.1,0.1,0,2
-37.80939171385729,144.9692115579155,0.1,0.1,0.1,0,1
-37.81885505760089,144.95431186697402,0.1,0.1,0.1,0,2
-37.8146071795993,144.97306107434378,0.1,0.1,0.1,0,2
-37.81811513374654,144.9539862226096,0.1,0.1,0.1,0,1
-37.8129645615434,144.9618324966426,0.1,0.1,0.1,0,2
-37.8130985511767,144.9538524932586,0.1,0.1,0.1,0,1
-37.81743752777311,144.95917455561,0.1,0.1,0.1,0,1
-37.81254478846535,144.97103475455833,0.1,0.1,0.1,0,1
-37.81311802279049,144.96780827353902,0.1,0.1,0.1,0,2
-37.81165698036322,144.95806308315997,0.1,0.1,0.1,0,2
-37.82036253155759,144.95495966529256,0.1,0.1,0.1,0,2
-37.81552347333385,144.97291421465476,0.1,0.1,0.1,0,2
-37.813108010183846,144.9668725130379,0.1,0.1,0.1,0,2
-37.81333452856983,144.96148747364754,0.1,0.1,0.1,0,1
-37.81366436143259,144.9671968737962,0.1,0.1,0.1,0,1
-37.81549186261276,144.95589171729648,0.1,0.1,0.1,0,2
-37.81958753397625,144.95545771401723,0.1,0.1,0.1,0,1
-37.81421616481758,144.97143485009616,0.1,0.1,0.1,0,2
-37.81672939760163,144.9675841762702,0.1,0.1,0.1,0,2
-37.81716691303389,144.9621350651937,0.1,0.1,0.1,0,2
-37.8112536731396,144.96016712778805,0.1,0.1,0.1,0,2
-37.8109898890144,144.97132925894778,0.1,0.1,0.1,0,1
-37.81515032149614,144.95376464726704,0.1,0.1,0.1,0,2
-37.80948572388596,144.96543817806622,0.1,0.1,0.1,0,1
-37.80908850606475,144.96729057150898,0.1,0.1,0.1,0,1
-37.81161772576844,144.95943052357612,0.1,0.1,0.1,0,1
-37.81159317729401,144.97068444862376,0.1,0.1,0.1,0,2
-37.8140790615496,144.96410021977414,0.1,0.1,0.1,0,1
-37.816008945272,144.96522403636573,0.1,0.1,0.1,0,1
-37.81854995334933,144.9554242619255,0.1,0.1,0.1,0,2
-37.81250158507618,144.96085950111325,0.1,0.1,0.1,0,1
-37.81332842453206,144.96418150694245,0.1,0.1,0.1,0,2
-37.8161718629816,144.96076278969983,0.1,0.1,0.1,0,2
-37.81330025622915,144.96238331637264,0.1,0.1,0.1,0,2
-37.81248439084029,144.97235958734657,0.1,0.1,0.1,0,1
-37.81413238602805,144.97153041340994,0.1,0.1,0.1,0,2
-37.81387859707973,144.96771362162792,0.1,0.1,0.1,0,1
-37.8136,144.963,0.1,0.1,0.1,0,2
-37.81706512524726,144.9642505967563,0.1,0.1,0.1,0,1
-37.81341638391622,144.95739644271146,0.1,0.1,0.1,0,1
-37.81490346928966,144.97185827808073,0.1,0.1,0.1,0,2
-37.81275761180159,144.96317427841865,0.1,0.1,0.1,0,2
-37.81650736825868,144.9550453990693,0.1,0.1,0.1,0,2
-37.81345699161816,144.96362026880558,0.1,0.1,0.1,0,2
-37.81299475723565,144.9611100101462,0.1,0.1,0.1,0,2
-37.81354846022553,144.9663221682334,0.1,0.1,0.1,0,1
-37.81904355065924,144.96135115491006,0.1,0.1,0.1,0,2
-37.815197847093,144.9715756100024,0.1,0.1,0.1,0,2
-37.81111312687821,144.95953632876478,0.1,0.1,0.1,0,2
-37.81150991417344,144.971616783251,0.1,0.1,0.1,0,1
-37.81429793381097,144.96719396365285,0.1,0.1,0.1,0,2
-37.80918137563005,144.9703882218582,0.1,0.1,0.1,0,1
-37.81564720724511,144.95304630991598,0.1,0.1,0.1,0,1
-37.80929405808627,144.97208158554443,0.1,0.1,0.1,0,1
-37.8148,144.963,0.1,0.1,0.1,0,2
-37.81458456036517,144.97101346018852,0.1,0.1,0.1,0,1
-37.815045693378494,144.96848179612758,0.1,0.1,0.1,0,1
-37.81250107395752,144.95952145133677,0.1,0.1,0.1,0,2
-37.81739518497397,144.95755494938595,0.1,0.1,0.1,0,2
-37.81053278015367,144.96584406930012,0.1,0.1,0.1,0,2
-37.816822447872525,144.9628555842814,0.1,0.1,0.1,0,1
-37.80946048660135,144.97066669354277,0.1,0.1,0.1,0,1
-37.81246271376807,144.95411602388737,0.1,0.1,0.1,0,1
-37.81039010779824,144.96912659759695,0.1,0.1,0.1,0,2
-37.81115528547382,144.9594773851559,0.1,0.1,0.1,0,2
-37.8170028997356,144.95397769118378,0.1,0.1,0.1,0,1
-37.81140563599117,144.96056701692447,0.1,0.1,0.1,0,2
-37.81103709569916,144.96618431126538,0.1,0.1,0.1,0,1
-37.8172,144.965,0.1,0.1,0.1,0,2
-37.814720256816464,144.9628137390095,0.1,0.1,0.1,0,1
-37.81777126270174,144.95839268759508,0.1,0.1,0.1,0,1
-37.80969500622341,144.96474396682822,0.1,0.1,0.1,0,2
-37.81363470774423,144.9542493037542,0.1,0.1,0.1,0,2
-37.81671649862597,144.96986105697647,0.1,0.1,0.1,0,1
-37.81393126997627,144.9579709572205,0.1,0.1,0.1,0,1
-37.814308870031134,144.95376126249184,0.1,0.1,0.1,0,2
-37.81068087757048,144.97196083342382,0.1,0.1,0.1,0,2
-37.81148284631501,144.96693851143235,0.1,0.1,0.1,0,1
-37.81668587105629,144.96685930839757,0.1,0.1,0.1,0,1
-37.81363317037068,144.97324302701995,0.1,0.1,0.1,0,1
-37.81663989957632,144.95555601541955,0.1,0.1,0.1,0,2
-37.8136,144.972,0.1,0.1,0.1,0,2
-37.81435865131232,144.972322971338,0.1,0.1,0.1,0,1
-37.81686792573558,144.96504209542402,0.1,0.1,0.1,0,2
-37.81403128603793,144.95885530945853,0.1,0.1,0.1,0,1
-37.812715018881896,144.97309510282773,0.1,0.1,0.1,0,2
-37.81210602447937,144.96635325185213,0.1,0.1,0.1,0,1
-37.81522854074623,144.96694042272028,0.1,0.1,0.1,0,1
-37.812355174729575,144.96703474656186,0.1,0.1,0.1,0,1
-37.8161,144.95600000000002,0.1,0.1,0.1,0,1
-37.81465088872194,144.9725286932877,0.1,0.1,0.1,0,2
-37.81153763771352,144.97014182151864,0.1,0.1,0.1,0,2
-37.81218895568787,144.95860604644892,0.1,0.1,0.1,0,2
-37.81319429154356,144.9608169849454,0.1,0.1,0.1,0,2
-37.80956307804964,144.9701872566196,0.1,0.1,0.1,0,2
-37.81463871708251,144.9671212220398,0.1,0.1,0.1,0,1
-37.81587498259174,144.96494304198856,0.1,0.1,0.1,0,2
-37.8187,144.958,0.1,0.1,0.1,0,1
-37.81771230389406,144.9544943809818,0.1,0.1,0.1,0,2
-37.81361663402182,144.97404000427915,0.1,0.1,0.1,0,2
-37.813423357748405,144.96568709258509,0.1,0.1,0.1,0,2
-37.813328992373165,144.9627204229845,0.1,0.1,0.1,0,1
-37.814523869533545,144.95927688356315,0.1,0.1,0.1,0,1
-37.819085773533786,144.95716059627378,0.1,0.1,0.1,0,1
-37.81662718306848,144.95446054116422,0.1,0.1,0.1,0,2
-37.81554560488038,144.95382220631816,0.1,0.1,0.1,0,2
-37.811426221562606,144.96437461805743,0.1,0.1,0.1,0,1
-37.81967517425412,144.9553873974945,0.1,0.1,0.1,0,2
-37.81624798485159,144.97144337680226,0.1,0.1,0.1,0,2
-37.81999953637778,144.95704762971005,0.1,0.1,0.1,0,2
-37.81124550924548,144.969658605077,0.1,0.1,0.1,0,1
-37.81537917297723,144.96327924982435,0.1,0.1,0.1,0,1
-37.81403222051756,144.96109515968246,0.1,0.1,0.1,0,2
-37.81182785768188,144.9665418956616,0.1,0.1,0.1,0,2
-37.81502626795624,144.96554404657826,0.1,0.1,0.1,0,1
-37.80969355044726,144.97150026550153,0.1,0.1,0.1,0,2
-37.81090539008428,144.9676384033786,0.1,0.1,0.1,0,1
-37.81203346882683,144.97056643124938,0.1,0.1,0.1,0,1
-37.81737430998312,144.96123385167166,0.1,0.1,0.1,0,2
-37.813635967641424,144.95977476605472,0.1,0.1,0.1,0,2
-37.81689840905172,144.95945221431143,0.1,0.1,0.1,0,2
-37.81871021431237,144.95633943630955,0.1,0.1,0.1,0,2
-37.81444018951733,144.9740675904297,0.1,0.1,0.1,0,1
-37.817668662533634,144.96541835256724,0.1,0.1,0.1,0,2
-37.819043649389286,144.95699088648053,0.1,0.1,0.1,0,2
-37.81346430154608,144.97056333029414,0.1,0.1,0.1,0,1
-37.81474875975566,144.95736746180583,0.1,0.1,0.1,0,2
-37.8126,144.955,0.1,0.1,0.1,0,2
-37.81326782045205,144.97056005477685,0.1,0.1,0.1,0,2
-37.81286266469903,144.95923165066816,0.1,0.1,0.1,0,2
-37.81436666954353,144.95433524289314,0.1,0.1,0.1,0,2
-37.81838999945512,144.96343683173225,0.1,0.1,0.1,0,2
-37.81099305157902,144.96344383174565,0.1,0.1,0.1,0,1
-37.80947669330586,144.96909679546775,0.1,0.1,0.1,0,1
-37.811436202393935,144.96749790898124,0.1,0.1,0.1,0,1
-37.811159137967735,144.95900797560367,0.1,0.1,0.1,0,2
-37.8149,144.963,0.1,0.1,0.1,0,2
-37.81194793395259,144.96553021352918,0.1,0.1,0.1,0,2
-37.80798939277421,144.97029533976902,0.1,0.1,0.1,0,2
-37.81640803503252,144.9550315563387,0.1,0.1,0.1,0,2
-37.81367134309769,144.95392005828106,0.1,0.1,0.1,0,1
-37.81840545189129,144.95672077457525,0.1,0.1,0.1,0,2
-37.81319674534847,144.9526630555369,0.1,0.1,0.1,0,1
-37.82005518174152,144.9573925958203,0.1,0.1,0.1,0,2
-37.81823227894504,144.95618361546394,0.1,0.1,0.1,0,1
-37.81017239490715,144.97003128180395,0.1,0.1,0.1,0,1
-37.810697904588906,144.96773308470537,0.1,0.1,0.1,0,1
-37.81898735199725,144.95755706702104,0.1,0.1,0.1,0,1
-37.81714634998359,144.96814695361246,0.1,0.1,0.1,0,2
-37.81351306113536,144.9550279787232,0.1,0.1,0.1,0,2
-37.81338463800359,144.96899794275683,0.1,0.1,0.1,0,2
-37.81479519139466,144.95761999575495,0.1,0.1,0.1,0,1
-37.81035489079922,144.9630054600752,0.1,0.1,0.1,0,1
-37.81778505215886,144.96235285345037,0.1,0.1,0.1,0,2
-37.80898894248607,144.97029311790178,0.1,0.1,0.1,0,2
-37.81280482271244,144.96261771790097,0.1,0.1,0.1,0,1
-37.8103537517504,144.9689072754959,0.1,0.1,0.1,0,2
-37.81220325944471,144.95751150082506,0.1,0.1,0.1,0,2
-37.811877595972646,144.97080476429468,0.1,0.1,0.1,0,2
-37.814903720291454,144.96060251336746,0.1,0.1,0.1,0,2
-37.816928107116986,144.96748968979122,0.1,0.1,0.1,0,2
-37.81499492940913,144.95226175446788,0.1,0.1,0.1,0,1
-37.81437750111223,144.9679586456869,0.1,0.1,0.1,0,1
-37.80793707332588,144.97152655002466,0.1,0.1,0.1,0,1
-37.813652872518254,144.9584602037209,0.1,0.1,0.1,0,1
-37.81590442062161,144.96619718486318,0.1,0.1,0.1,0,1
-37.814679970329294,144.95680744948774,0.1,0.1,0.1,0,2
-37.81137595014004,144.96946706213757,0.1,0.1,0.1,0,2
-37.8166,144.96200000000002,0.1,0.1,0.1,0,2
-37.81310923899466,144.96960626249822,0.1,0.1,0.1,0,1
-37.81694383621705,144.9570978143937,0.1,0.1,0.1,0,2
-37.81175062287311,144.96875117362066,0.1,0.1,0.1,0,2
-37.81197645039386,144.96519071947583,0.1,0.1,0.1,0,2
-37.81313686424269,144.9681603584378,0.1,0.1,0.1,0,1
-37.81499829015065,144.96389967047145,0.1,0.1,0.1,0,2
-37.81483677549496,144.96758313217276,0.1,0.1,0.1,0,1
-37.812328875025415,144.95968607182544,0.1,0.1,0.1,0,2
-37.8123653734869,144.96172734884834,0.1,0.1,0.1,0,1
-37.814390864315975,144.9617439321553,0.1,0.1,0.1,0,1
-37.81786608493969,144.96282016138147,0.1,0.1,0.1,0,1
-37.81682549964185,144.96689024972673,0.1,0.1,0.1,0,2
-37.81755340346539,144.9575845422816,0.1,0.1,0.1,0,2
-37.81193592435787,144.96674020803087,0.1,0.1,0.1,0,2
-37.81624213811117,144.96540782622122,0.1,0.1,0.1,0,1
-37.81672053716267,144.95985594049446,0.1,0.1,0.1,0,1
-37.815467159606726,144.9631917836395,0.1,0.1,0.1,0,2
-37.816869298429694,144.95387849361575,0.1,0.1,0.1,0,2
-37.815526010250295,144.9604403702949,0.1,0.1,0.1,0,1
-37.81463552784026,144.96716436936654,0.1,0.1,0.1,0,2
-37.81560146534622,144.9727537396442,0.1,0.1,0.1,0,1
-37.815,144.963,0.1,0.1,0.1,0,2
-37.82029345458736,144.95536630319262,0.1,0.1,0.1,0,1
-37.8141276619438,144.96674476268282,0.1,0.1,0.1,0,1
-37.819549507282446,144.95965061005947,0.1,0.1,0.1,0,1
-37.81774628251669,144.95466600783286,0.1,0.1,0.1,0,2
-37.80955315650921,144.96394967073687,0.1,0.1,0.1,0,2
-37.81791602782293,144.9556812893791,0.1,0.1,0.1,0,1
